Aquecimento ligado as ;2025/10/13 17:07:10.721
Aquecimento ligado as ;2025/10/13 20:19:23.302
Aquecimento ligado as ;2025/10/13 20:24:26.642
Aquecimento ligado as ;2025/10/19 15:58:34.019
Aquecimento ligado as ;2025/10/19 16:16:16.730
